VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,     "probe1"     ,     "probe2"     ,     "probe3"     ,     "probe4"     ,     "probe5"     ,     "probe6"     ,     "probe7"     ,     "probe8"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  
       1000,           0,          99,      -8.119271456,      -5.616207516,      -5.467443692,      -5.537725458,      -1.247834152,       362.5755528,       1.450456754,  -0.0009865254378,   0.0001864826418,  -1.259731259e-06,   -0.005744038224,   -0.001050448178,       1.450456754,   0.0001864826418,  -0.0009865254378,  -0.0006801481225,              -nan,       6582.919112,       6955.819572,       57409.13186,       96274.73587,        103407.972,       101890.7983,       97121.64868,       93285.57838,      -3.339381431,      -3.512756859,      -3.125889774,      -3.205600829,      -1.794022094
       1001,           0,          99,      -8.170285863,      -5.634981343,      -5.540979025,      -5.523270668,      -1.307595131,       362.5755528,       1.450166603,  -0.0009653615333,   0.0002326607783,  -1.282199708e-06,   -0.005620828661,   -0.001326696479,       1.450166603,   0.0002326607783,  -0.0009653615333,  -0.0006656900876,              -nan,       4635.386388,       6804.207748,       58047.21413,       96586.94202,         103458.37,       101811.3781,       96980.01166,       93216.15871,      -3.392073883,      -3.535731836,      -3.203445642,      -3.190726278,      -1.855843985
       1002,           0,          99,       -8.12706393,      -5.614646047,      -5.453146288,      -5.523510572,      -1.242728448,       362.5755528,        1.44984978,  -0.0009344344357,   0.0002863341463,  -1.303926865e-06,   -0.005445869045,   -0.001642184385,        1.44984978,   0.0002863341463,  -0.0009344344357,  -0.0006445043127,              -nan,       3070.408571,       6575.156095,        58590.7971,       96877.06852,       103469.0034,       101698.9069,        96825.6962,       93142.22545,      -3.350149654,      -3.519778409,      -3.120738006,      -3.191022942,      -1.792923502
       1003,           0,          99,      -8.140544723,      -5.611763676,      -5.499182131,      -5.520448959,      -1.253901065,       362.5755528,       1.449523009,  -0.0008944357282,   0.0003460988369,  -1.324408454e-06,   -0.005219895044,   -0.001986934318,       1.449523009,   0.0003460988369,  -0.0008944357282,  -0.0006170552123,              -nan,       1993.933293,       6317.719627,       59004.69622,       97134.31083,       103445.7825,       101559.7407,       96662.66977,       93066.05297,      -3.364877377,      -3.521062714,      -3.172039754,      -3.189043612,      -1.806194674
       1004,           0,          99,      -8.127378586,      -5.533748755,      -5.484255233,      -5.525887421,      -1.274473642,       362.5755528,       1.449203655,  -0.0008472575204,   0.0004080024874,  -1.343042342e-06,   -0.004949845526,   -0.002336828899,       1.449203655,   0.0004080024874,  -0.0008472575204,   -0.000584636616,              -nan,       1348.719517,       6091.307277,       59265.91323,       97349.17298,       103398.1402,       101400.7924,       96495.52131,       92989.91565,      -3.352917449,      -3.447163714,      -3.162424068,      -3.195841426,      -1.829024873
       1005,           0,          99,      -8.177011471,      -5.595031074,      -5.523878819,      -5.538363091,      -1.255765643,       362.5755528,       1.448905905,  -0.0007929778832,     0.00046610402,  -1.359373434e-06,   -0.004632576351,   -0.002658287033,       1.448905905,     0.00046610402,  -0.0007929778832,  -0.0005472942587,              -nan,        1032.85734,       5943.349759,       59361.00871,       97514.42887,       103338.3943,       101229.2022,       96328.95876,       92916.23332,      -3.404034983,       -3.51269111,       -3.20698591,       -3.20885174,      -1.813486933
       1006,           0,          99,      -8.074527823,      -5.500116279,        -5.4141406,      -5.482304292,      -1.244381043,       362.5755528,       1.448638832,   -0.000731411506,   0.0005166188841,  -1.373140637e-06,    -0.00426441094,   -0.002929803335,       1.448638832,   0.0005166188841,   -0.000731411506,  -0.0005048956922,              -nan,       964.5118857,       5889.824869,       59296.88572,       97625.89438,       103274.9308,       101052.2578,       96167.58559,       92847.24924,      -3.303088094,      -3.421583349,      -3.101606212,      -3.152565522,      -1.805933538
       1007,           0,          99,      -8.033780487,      -5.474376478,      -5.394030925,      -5.474870722,      -1.167451809,       362.5755528,       1.448405797,  -0.0006607952267,   0.0005550539893,  -1.384266679e-06,    -0.00383477179,   -0.003128065219,       1.448405797,   0.0005550539893,  -0.0006607952267,  -0.0004562224398,              -nan,       1070.746619,       5917.688869,       59090.81008,       97679.68706,       103211.1262,       100876.9862,       96015.53957,       92784.94134,      -3.263589219,      -3.398980731,      -3.085202194,      -3.144608679,      -1.732512922
       1008,           0,          99,      -8.114172813,      -5.529646117,      -5.457531317,      -5.496029684,      -1.186929117,       362.5755528,       1.448204139,  -0.0005796201702,   0.0005766655281,  -1.392999683e-06,   -0.003336323471,   -0.003228262723,       1.448204139,   0.0005766655281,  -0.0005796201702,  -0.0004002337478,              -nan,       1301.603643,       6006.550888,       58755.36983,       97677.16262,       103148.9586,       100709.7701,       95876.61732,       92731.43512,      -3.345163818,      -3.456844333,       -3.15145239,      -3.165002945,      -1.755317903
       1009,           0,          99,      -8.102733833,       -5.51209487,      -5.428515355,       -5.48812366,       -1.24674938,       362.5755528,       1.448030852,  -0.0004855673856,   0.0005809459462,  -1.398777605e-06,   -0.002760322129,   -0.003230276613,       1.448030852,   0.0005809459462,  -0.0004855673856,  -0.0003353294475,              -nan,        1670.64399,       6160.446821,       58309.20386,       97614.68325,       103088.3085,       100556.2124,       95754.10718,       92689.25202,      -3.334807657,      -3.441315498,      -3.124071652,      -3.157872031,      -1.818144503
       1010,           0,          99,      -8.110609442,      -5.503995756,      -5.439848398,      -5.483581933,      -1.211192023,       362.5755528,       1.447883008,  -0.0003785880995,   0.0005670776272,  -1.402219693e-06,   -0.002111868318,   -0.003132229204,       1.447883008,   0.0005670776272,  -0.0003785880995,   -0.000261476996,              -nan,       2234.320166,       6395.259507,       57787.55765,       97486.31659,        103029.085,       100421.4262,       95650.61741,        92661.0056,      -3.343777018,      -3.435037449,       -3.13644432,      -3.154197573,      -1.785287617
       1011,           0,          99,      -8.049760225,      -5.459851006,      -5.371031778,      -5.472442804,      -1.189990295,       362.5755528,       1.447754435,  -0.0002593801303,   0.0005368638543,  -1.403436092e-06,   -0.001401548532,   -0.002948039844,       1.447754435,   0.0005368638543,  -0.0002593801303,  -0.0001791603079,              -nan,       3075.874244,       6737.574831,       57216.21471,       97288.56947,       102968.0404,       100310.3856,       95569.96795,       92647.83534,      -3.283139072,      -3.391533213,      -3.069092751,      -3.143536034,      -1.765252426
       1012,           0,          99,      -8.079719242,      -5.538260331,      -5.396364475,      -5.468975155,      -1.194714579,       362.5755528,       1.447641434,  -0.0001302856334,   0.0004927473514,  -1.402738239e-06,   -0.000647936544,   -0.002693427074,       1.447641434,   0.0004927473514,  -0.0001302856334,  -8.999855236e-05,              -nan,       4243.666318,       7184.708412,       56602.14597,       97014.26961,       102894.2485,       100227.9864,       95514.89496,       92650.63032,      -3.313008369,      -3.470509824,      -3.095983602,      -3.140198039,       -1.77046537
       1013,           0,          99,      -8.127338223,      -5.588691545,      -5.480121618,       -5.49215969,      -1.276023753,       362.5755528,       1.447536558,   2.742584388e-06,   0.0004387089893,  -1.400402257e-06,   0.0001122636742,   -0.002391508375,       1.447536558,   0.0004387089893,   2.742584388e-06,   1.894656389e-06,              -nan,       5633.147834,       7694.715879,       55931.32631,       96657.44084,       102795.5924,       100179.8168,       95485.63022,        92669.7951,      -3.360081676,      -3.521491337,      -3.181799591,      -3.162892051,      -1.851612054
       1014,           0,          99,      -8.100667958,      -5.591921099,      -5.439246867,      -5.493231903,      -1.204184636,       362.5755528,       1.447431785,    0.000131488999,   0.0003794910054,  -1.396831423e-06,   0.0008334623945,   -0.002067673607,       1.447431785,   0.0003794910054,    0.000131488999,   9.084296778e-05,              -nan,       7050.666453,       8155.778424,       55220.55383,         96230.727,       102660.7304,       100169.1394,       95482.63832,       92705.29928,      -3.333254318,      -3.525808432,      -3.142968742,      -3.163503538,      -1.780269138
       1015,           0,          99,      -8.029582314,      -5.492831512,      -5.343427094,      -5.444096622,      -1.172696844,       362.5755528,       1.447319135,   0.0002483974077,   0.0003180598223,  -1.392031158e-06,    0.001475480071,   -0.001735687369,       1.447319135,   0.0003180598223,   0.0002483974077,   0.0001716258714,              -nan,       8405.342528,       8390.156999,       54413.70839,       95756.91683,       102485.4961,       100195.3814,       95507.88389,       92756.49146,      -3.262583435,      -3.428503106,      -3.049690991,      -3.113671032,      -1.749838699
       1016,           0,          99,      -8.049972327,      -5.511288068,      -5.392787296,      -5.442507454,      -1.159051333,       362.5755528,       1.447191172,   0.0003461030561,   0.0002577102448,  -1.386343095e-06,    0.002001525021,   -0.001410020594,       1.447191172,   0.0002577102448,   0.0003461030561,   0.0002391550354,              -nan,       9813.382773,       8162.034695,       53496.01862,       95239.61794,       102269.1438,        100253.296,       95562.36691,       92821.85174,      -3.283957261,      -3.449761804,      -3.102048647,      -3.111074891,      -1.737934987
       1017,           0,          99,      -8.102277647,       -5.57252158,      -5.471966394,       -5.48464008,      -1.219997758,       362.5755528,       1.447044211,   0.0004169972785,   0.0002018717014,  -1.379205704e-06,    0.002374710859,   -0.001105757221,       1.447044211,   0.0002018717014,   0.0004169972785,    0.000288171761,              -nan,       11495.86871,       7338.437546,       52461.00876,       94701.25637,       102020.2588,       100330.4137,       95645.71155,       92899.07682,      -3.337859693,      -3.514798848,      -3.184730313,      -3.151918842,      -1.801341958
       1018,           0,          99,      -8.111910042,      -5.593596509,      -5.446516368,      -5.466106083,      -1.210403757,       362.5755528,        1.44688472,   0.0004606204472,   0.0001477868581,  -1.372089948e-06,    0.002596038318,  -0.0008050728464,        1.44688472,   0.0001477868581,   0.0004606204472,   0.0003183532461,              -nan,       13549.33071,       6015.472577,       51290.98574,       94197.17576,       101739.1914,        100413.087,       95756.61401,       92985.33872,       -3.35014086,      -3.540897019,       -3.16252271,      -3.132035879,      -1.795567321
       1019,           0,          99,      -8.080043853,      -5.555942697,       -5.43189277,      -5.443315937,      -1.222469935,       362.5755528,       1.446722977,   0.0004754047818,    9.77666755e-05,  -1.364200007e-06,     0.00266023847,  -0.0005197984613,       1.446722977,    9.77666755e-05,   0.0004754047818,   0.0003286080261,              -nan,       15881.41605,       4484.391657,       49962.61429,       93761.38284,        101433.256,       100479.3904,       95891.89933,       93077.48014,      -3.322173351,      -3.509580527,      -3.151677319,      -3.108011001,      -1.812519181
